"","package_name","function_name"
"7083","ergm","is.dyad.independent"
"7084","ergm","is.dyad.independent.conlist"
"7085","ergm","is.dyad.independent.ergm"
"7086","ergm","is.dyad.independent.ergm.model"
"7087","ergm","is.dyad.independent.formula"
"7088","ergm","is.dyad.independent.NULL"
"7089","ergm","is.ergm"
"7090","ergm","is.inCH"
"7091","ergm","is.invertible"
"7092","ergm","largest.components"
"7093","ergm","llik.fun"
"7094","ergm","llik.fun2"
"7095","ergm","llik.fun3"
"7096","ergm","llik.fun.EF"
"7097","ergm","llik.fun.median"
"7098","ergm","llik.fun.obs"
"7099","ergm","llik.fun.obs.robust"
"7100","ergm","llik.grad"
"7101","ergm","llik.grad2"
"7102","ergm","llik.grad3"
"7103","ergm","llik.grad.obs"
"7104","ergm","llik.hessian"
"7105","ergm","llik.hessian2"
"7106","ergm","llik.hessian.naive"
"7107","ergm","llik.hessian.obs"
"7108","ergm","llik.info3"
"7109","ergm","llik.mcmcvar3"
"7110","ergm","logistftest"
"7111","ergm","logLik.ergm"
"7112","ergm","logLikNull"
"7113","ergm","logLikNull.ergm"
"7114","ergm","mcmc.diagnostics"
"7115","ergm","mcmc.diagnostics.default"
"7116","ergm","mcmc.diagnostics.ergm"
"7117","ergm","MHproposal"
"7118","ergm","MHproposal.character"
"7119","ergm","MHproposal.ergm"
"7120","ergm","MHproposal.formula"
"7121","ergm","MHproposal.MHproposal"
"7122","ergm","MHproposal.NULL"
"7123","ergm","midarrow"
"7124","ergm","mk.conlist"
"7125","ergm","mk.edge.to.pos.lasttoggle.f"
"7126","ergm","model.matrix.pen.glm"
"7127","ergm","model.transform.formula"
"7128","ergm","mvmodel"
"7129","ergm","mvmodel.default"
"7130","ergm","mvmodel.ergm"
"7131","ergm","mvmodel.formula"
"7132","ergm","myLibLoc"
"7133","ergm","network.update"
"7134","ergm","newnw.extract"
"7135","ergm","nologLik.message"
"7136","ergm","nvattr.copy.network"
"7137","ergm","offset.info.formula"
"7138","ergm","ostar2deg"
"7139","ergm","plot.ergm"
"7140","ergm","plot.gofobject"
"7141","ergm","plot.mcmc.list.ergm"
"7142","ergm","plot.network.ergm"
"7143","ergm","print.ergm"
"7144","ergm","print.gofobject"
"7145","ergm","print.network.list"
"7146","ergm","print.summary.ergm"
"7147","ergm","prune.conlist"
"7148","ergm","remove.offset.formula"
"7149","ergm","robust.inverse"
"7150","ergm","rspartnerdist"
"7151","ergm","san"
"7152","ergm","san.default"
"7153","ergm","san.ergm"
"7154","ergm","san.formula"
"7155","ergm","set.offset.formula"
"7156","ergm","simulate.ergm"
"7157","ergm","simulate.formula"
"7158","ergm","sociality"
"7159","ergm","sociality.default"
"7160","ergm","sociality.ergm"
"7161","ergm","sociality.formula"
"7162","ergm","sociality.network"
"7163","ergm","standardize.network"
"7164","ergm","summary.ergm"
"7165","ergm","summary.formula"
"7166","ergm","summary.gofobject"
"7167","ergm","summary.network.list"
"7168","ergm","summary.statistics"
"7169","ergm","summary.statistics.default"
"7170","ergm","summary.statistics.ergm"
"7171","ergm","summary.statistics.formula"
"7172","ergm","summary.statistics.matrix"
"7173","ergm","summary.statistics.network"
"7174","ergm","summary.statistics.network.list"
"7175","ergm","summary.statsmatrix.ergm"
"7176","ergm","sweep.mcmc.list"
"7177","ergm","term.list.formula"
"7178","ergm","to.lasttoggle.matrix"
"7179","ergm","to.matrix.lasttoggle"
"7180","ergm","twopathdist"
"7181","ergm","unset.offset.formula"
"7182","ergm","updatemodel.ErgmTerm"
"7183","ergm","vector.namesmatch"
"7184","ergm","which.package.InitFunction"
"7185","ergm","wtd.median"
"7186","ergm","xyplot.mcmc.list.ergm"
"7187","evaluate","create_traceback"
"7188","evaluate","evaluate"
"7189","evaluate","is.error"
"7190","evaluate","is.message"
"7191","evaluate","is.recordedplot"
"7192","evaluate","is.source"
"7193","evaluate","is.value"
"7194","evaluate","is.warning"
"7195","evaluate","new_output_handler"
"7196","evaluate","parse_all"
"7197","evaluate","replay"
"7198","evaluate","set_hooks"
"7199","evaluate","try_capture_stack"
"7200","fields","add.image"
"7201","fields","arrow.plot"
"7202","fields","as.image"
"7203","fields","as.surface"
"7204","fields","average.image"
"7205","fields","bisection.search"
"7206","fields","bplot"
"7207","fields","bplot.xy"
"7208","fields","cat.matrix"
"7209","fields","cat.to.list"
"7210","fields","ceiling2"
"7211","fields","coef.Krig"
"7212","fields","colorbar.plot"
"7213","fields","color.scale"
"7214","fields","cover.design"
"7215","fields","crop.image"
"7216","fields","cubic.cov"
"7217","fields","describe"
"7218","fields","designer.colors"
"7219","fields","discretize.image"
"7220","fields","double.exp"
"7221","fields","drape.color"
"7222","fields","drape.plot"
"7223","fields","dyadic.2check"
"7224","fields","dyadic.check"
"7225","fields","Exp.cov"
"7226","fields","Exp.earth.cov"
"7227","fields","Exp.image.cov"
"7228","fields","Exponential"
"7229","fields","Exp.simple.cov"
"7230","fields","fast.1way"
"7231","fields","fastTps"
"7232","fields","fastTps.MLE"
"7233","fields","fields.color.picker"
"7234","fields","fields.convert.grid"
"7235","fields","fields.D"
"7236","fields","fields.derivative.poly"
"7237","fields","fields.diagonalize"
"7238","fields","fields.diagonalize2"
"7239","fields","fields.duplicated.matrix"
"7240","fields","fields.evlpoly"
"7241","fields","fields.evlpoly2"
"7242","fields","fields.mkpoly"
"7243","fields","fieldsPlotColors"
"7244","fields","fields.pochdown"
"7245","fields","fields.pochup"
"7246","fields","fields.rdist.near"
"7247","fields","fields.style"
"7248","fields","fields.x.to.grid"
"7249","fields","find.upcross"
"7250","fields","fitted.Krig"
"7251","fields","gauss.cov"
"7252","fields","gcv.Krig"
"7253","fields","gcv.sreg"
"7254","fields","get.rectangle"
"7255","fields","golden.section.search"
"7256","fields","half.image"
"7257","fields","image.plot"
"7258","fields","image.plot.info"
"7259","fields","imageplot.info"
"7260","fields","image.plot.plt"
"7261","fields","imageplot.setup"
"7262","fields","image.smooth"
"7263","fields","in.land.grid"
"7264","fields","in.poly"
"7265","fields","in.poly.grid"
"7266","fields","interp.surface"
"7267","fields","interp.surface.grid"
"7268","fields","Krig"
"7269","fields","Krig.Amatrix"
"7270","fields","Krig.check.xY"
"7271","fields","Krig.coef"
"7272","fields","Krig.cor.Y"
"7273","fields","Krig.df.to.lambda"
"7274","fields","Krig.engine.default"
"7275","fields","Krig.engine.fixed"
"7276","fields","Krig.engine.knots"
"7277","fields","Krig.fdf"
"7278","fields","Krig.fgcv"
"7279","fields","Krig.fgcv.model"
"7280","fields","Krig.fgcv.one"
"7281","fields","Krig.find.gcvmin"
"7282","fields","Krig.find.REML"
"7283","fields","Krig.flplike"
"7284","fields","Krig.fs2hat"
"7285","fields","Krig.ftrace"
"7286","fields","Krig.make.u"
"7287","fields","Krig.make.W"
"7288","fields","Krig.make.Wi"
"7289","fields","Krig.null.function"
"7290","fields","Krig.parameters"
"7291","fields","Krig.replicates"
"7292","fields","Krig.transform.xY"
"7293","fields","Krig.updateY"
"7294","fields","Krig.which.lambda"
"7295","fields","Krig.ynew"
"7296","fields","larry.colors"
"7297","fields","makeSimulationGrid"
"7298","fields","make.surface.grid"
"7299","fields","Matern"
"7300","fields","Matern.cor.to.range"
"7301","fields","MaternGLSProfile.test"
"7302","fields","MaternGLS.test"
"7303","fields","matern.image.cov"
"7304","fields","MaternQRProfile.test"
"7305","fields","MaternQR.test"
"7306","fields","minimax.crit"
"7307","fields","mKrig"
"7308","fields","mKrig.coef"
"7309","fields","mKrig.MLE"
"7310","fields","mKrig.trace"
"7311","fields","MLE.Matern"
"7312","fields","MLE.Matern.fast"
"7313","fields","MLE.objective.fn"
"7314","fields","multWendlandGrid"
"7315","fields","parse.grid.list"
"7316","fields","plot.Krig"
"7317","fields","plot.qsreg"
"7318","fields","plot.spatial.design"
"7319","fields","plot.sreg"
"7320","fields","plot.surface"
"7321","fields","plot.vgram.matrix"
"7322","fields","poly.image"
"7323","fields","poly.image.regrid"
"7324","fields","predictDerivative.Krig"
"7325","fields","predict.interp.surface"
"7326","fields","predict.Krig"
"7327","fields","predict.mKrig"
"7328","fields","predict.qsreg"
"7329","fields","predictSE"
"7330","fields","predictSE.Krig"
"7331","fields","predictSE.mKrig"
"7332","fields","predictSEUsingKrigA"
"7333","fields","predict.sreg"
"7334","fields","predict.surface"
"7335","fields","predictSurface"
"7336","fields","predict.surface.default"
"7337","fields","predictSurface.fastTps"
"7338","fields","predictSurfaceSE"
"7339","fields","print.Krig"
"7340","fields","print.mKrig"
"7341","fields","print.qsreg"
"7342","fields","print.spatial.design"
"7343","fields","print.sreg"
"7344","fields","print.summary.Krig"
"7345","fields","print.summary.spatial.design"
"7346","fields","print.summary.sreg"
"7347","fields","pushpin"
"7348","fields","qr.q2ty"
"7349","fields","qr.yq2"
"7350","fields","qsreg"
"7351","fields","qsreg.fit"
"7352","fields","qsreg.psi"
"7353","fields","qsreg.psi.OLD"
"7354","fields","qsreg.rho"
"7355","fields","qsreg.rho.OLD"
"7356","fields","qsreg.trace"
"7357","fields","QTps"
"7358","fields","quilt.plot"
"7359","fields","radbas.constant"
"7360","fields","Rad.cov"
"7361","fields","RadialBasis"
"7362","fields","Rad.image.cov"
"7363","fields","Rad.simple.cov"
"7364","fields","rdist"
"7365","fields","rdist.earth"
"7366","fields","REML.test"
"7367","fields","resid.Krig"
"7368","fields","ribbon.plot"
"7369","fields","set.panel"
"7370","fields","setup.image.smooth"
"7371","fields","sim.fastTps.approx"
"7372","fields","sim.Krig"
"7373","fields","sim.Krig.approx"
"7374","fields","sim.mKrig.approx"
"7375","fields","sim.rf"
"7376","fields","smooth.2d"
"7377","fields","spam2full"
"7378","fields","spam2spind"
"7379","fields","[.spatial.design"
"7380","fields","spind2full"
"7381","fields","spind2spam"
"7382","fields","splint"
"7383","fields","sreg"
"7384","fields","sreg.df.to.lambda"
"7385","fields","sreg.fdf"
"7386","fields","sreg.fgcv"
"7387","fields","sreg.fgcv.model"
"7388","fields","sreg.fgcv.one"
"7389","fields","sreg.fit"
"7390","fields","sreg.fs2hat"
"7391","fields","sreg.trace"
"7392","fields","stationary.cov"
"7393","fields","stationary.image.cov"
"7394","fields","stationary.taper.cov"
"7395","fields","stats"
"7396","fields","stats.bin"
"7397","fields","summaryGCV.Krig"
"7398","fields","summaryGCV.sreg"
"7399","fields","summary.Krig"
"7400","fields","summary.mKrig"
"7401","fields","summary.ncdf"
"7402","fields","summary.qsreg"
"7403","fields","summary.spatial.design"
"7404","fields","summary.sreg"
"7405","fields","surface"
"7406","fields","surface.default"
"7407","fields","surface.Krig"
"7408","fields","surface.mKrig"
"7409","fields","surface.surface"
"7410","fields","test.for.zero"
"7411","fields","tim.colors"
"7412","fields","Tps"
"7413","fields","transformx"
"7414","fields","two.colors"
"7415","fields","unscale"
"7416","fields","US"
"7417","fields","vgram"
"7418","fields","vgram.matrix"
"7419","fields","Wendland"
"7420","fields","Wendland2.2"
"7421","fields","Wendland.beta"
"7422","fields","wendland.cov"
"7423","fields","wendland.eval"
"7424","fields","wendland.image.cov"
"7425","fields","world"
"7426","fields","world.color"
"7427","fields","world.land"
"7428","fields","xline"
"7429","fields","yline"
"7430","formatR","tidy.dir"
"7431","formatR","tidy.eval"
"7432","formatR","tidy.gui"
"7433","formatR","tidy.source"
"7434","formatR","usage"
"7435","gclus","ac"
"7436","gclus","clus2memship"
"7437","gclus","colpairs"
"7438","gclus","cpairs"
"7439","gclus","cparcoord"
"7440","gclus","diag.off"
"7441","gclus","diameter"
"7442","gclus","dmat.color"
"7443","gclus","gave"
"7444","gclus","gtot"
"7445","gclus","imageinfo"
"7446","gclus","km2"
"7447","gclus","lower2upper.tri.inds"
"7448","gclus","memship2clus"
"7449","gclus","order.clusters"
"7450","gclus","order.endlink"
"7451","gclus","order.hclust"
"7452","gclus","order.single"
"7453","gclus","partition.crit"
"7454","gclus","pcglen"
"7455","gclus","pclen"
"7456","gclus","plotcolors"
"7457","gclus","reorder.hclust"
"7458","gclus","sil"
"7459","gclus","star"
"7460","gclus","vec2dist"
"7461","gclus","vec2distm"
"7462","GGally","getPlot"
"7463","GGally","ggally_barDiag"
"7464","GGally","ggally_blank"
"7465","GGally","ggally_box"
"7466","GGally","ggally_cor"
"7467","GGally","ggally_density"
"7468","GGally","ggally_densityDiag"
"7469","GGally","ggally_denstrip"
"7470","GGally","ggally_diagAxis"
"7471","GGally","ggally_dot"
"7472","GGally","ggally_dotAndBox"
"7473","GGally","ggally_facetbar"
"7474","GGally","ggally_facetdensity"
"7475","GGally","ggally_facetdensitystrip"
"7476","GGally","ggally_facethist"
"7477","GGally","ggally_points"
"7478","GGally","ggally_ratio"
"7479","GGally","ggally_smooth"
"7480","GGally","ggally_text"
"7481","GGally","ggcorr"
"7482","GGally","ggfluctuation2"
"7483","GGally","ggnet"
"7484","GGally","ggpairs"
"7485","GGally","ggparcoord"
"7486","GGally","ggsurv"
"7487","GGally","putPlot"
"7488","ggplot2","%+%"
"7489","ggplot2","aes"
"7490","ggplot2","aes_all"
"7491","ggplot2","aes_auto"
"7492","ggplot2","aes_q"
"7493","ggplot2","aes_string"
"7494","ggplot2","annotate"
"7495","ggplot2","annotation_custom"
"7496","ggplot2","annotation_logticks"
"7497","ggplot2","annotation_map"
"7498","ggplot2","annotation_raster"
"7499","ggplot2","autoplot"
"7500","ggplot2","benchplot"
"7501","ggplot2","borders"
"7502","ggplot2","calc_element"
"7503","ggplot2","continuous_scale"
"7504","ggplot2","coord"
"7505","ggplot2","coord_cartesian"
"7506","ggplot2","coord_equal"
"7507","ggplot2","coord_fixed"
"7508","ggplot2","coord_flip"
"7509","ggplot2","coord_map"
"7510","ggplot2","coord_polar"
"7511","ggplot2","coord_quickmap"
"7512","ggplot2","coord_trans"
"7513","ggplot2","cut_interval"
"7514","ggplot2","cut_number"
"7515","ggplot2","discrete_scale"
"7516","ggplot2","element_blank"
"7517","ggplot2","element_line"
"7518","ggplot2","element_rect"
"7519","ggplot2","element_text"
"7520","ggplot2","expand_limits"
"7521","ggplot2","facet"
"7522","ggplot2","facet_grid"
"7523","ggplot2","facet_null"
"7524","ggplot2","facet_wrap"
"7525","ggplot2","fortify"
"7526","ggplot2","geom_abline"
"7527","ggplot2","geom_area"
"7528","ggplot2","geom_bar"
"7529","ggplot2","geom_bin2d"
"7530","ggplot2","geom_blank"
"7531","ggplot2","geom_boxplot"
"7532","ggplot2","geom_contour"
"7533","ggplot2","geom_crossbar"
"7534","ggplot2","geom_density"
"7535","ggplot2","geom_density2d"
"7536","ggplot2","geom_dotplot"
"7537","ggplot2","geom_errorbar"
"7538","ggplot2","geom_errorbarh"
"7539","ggplot2","geom_freqpoly"
"7540","ggplot2","geom_hex"
"7541","ggplot2","geom_histogram"
"7542","ggplot2","geom_hline"
"7543","ggplot2","geom_jitter"
"7544","ggplot2","geom_line"
"7545","ggplot2","geom_linerange"
"7546","ggplot2","geom_map"
"7547","ggplot2","geom_path"
"7548","ggplot2","geom_point"
"7549","ggplot2","geom_pointrange"
"7550","ggplot2","geom_polygon"
"7551","ggplot2","geom_quantile"
"7552","ggplot2","geom_raster"
"7553","ggplot2","geom_rect"
"7554","ggplot2","geom_ribbon"
"7555","ggplot2","geom_rug"
"7556","ggplot2","geom_segment"
"7557","ggplot2","geom_smooth"
"7558","ggplot2","geom_step"
"7559","ggplot2","geom_text"
"7560","ggplot2","geom_tile"
"7561","ggplot2","geom_violin"
"7562","ggplot2","geom_vline"
"7563","ggplot2","gg_dep"
"7564","ggplot2","ggfluctuation"
"7565","ggplot2","ggmissing"
"7566","ggplot2","ggorder"
"7567","ggplot2","ggpcp"
"7568","ggplot2","ggplot"
"7569","ggplot2","ggplot_build"
"7570","ggplot2","ggplotGrob"
"7571","ggplot2","ggplot_gtable"
"7572","ggplot2","ggsave"
"7573","ggplot2","ggstructure"
"7574","ggplot2","ggtitle"
"7575","ggplot2","guide_colorbar"
"7576","ggplot2","guide_colourbar"
"7577","ggplot2","guide_legend"
"7578","ggplot2","guides"
"7579","ggplot2","is.coord"
"7580","ggplot2","is.facet"
"7581","ggplot2","is.ggplot"
"7582","ggplot2","is.theme"
"7583","ggplot2","label_both"
"7584","ggplot2","label_bquote"
"7585","ggplot2","labeller"
"7586","ggplot2","label_parsed"
"7587","ggplot2","label_value"
"7588","ggplot2","label_wrap_gen"
"7589","ggplot2","labs"
"7590","ggplot2","last_plot"
"7591","ggplot2","layer"
"7592","ggplot2","map_data"
"7593","ggplot2","mean_cl_boot"
"7594","ggplot2","mean_cl_normal"
"7595","ggplot2","mean_sdl"
"7596","ggplot2","mean_se"
"7597","ggplot2","median_hilow"
"7598","ggplot2","opts"
"7599","ggplot2","plotmatrix"
"7600","ggplot2","position_dodge"
"7601","ggplot2","position_fill"
"7602","ggplot2","position_identity"
"7603","ggplot2","position_jitter"
"7604","ggplot2","position_jitterdodge"
"7605","ggplot2","position_stack"
"7606","ggplot2","qplot"
"7607","ggplot2","quickplot"
"7608","ggplot2","rel"
"7609","ggplot2","%+replace%"
"7610","ggplot2","resolution"
"7611","ggplot2","scale_alpha"
"7612","ggplot2","scale_alpha_continuous"
"7613","ggplot2","scale_alpha_discrete"
"7614","ggplot2","scale_alpha_identity"
"7615","ggplot2","scale_alpha_manual"
"7616","ggplot2","scale_area"
"7617","ggplot2","scale_color_brewer"
"7618","ggplot2","scale_color_continuous"
"7619","ggplot2","scale_color_discrete"
"7620","ggplot2","scale_color_distiller"
"7621","ggplot2","scale_color_gradient"
"7622","ggplot2","scale_color_gradient2"
"7623","ggplot2","scale_color_gradientn"
"7624","ggplot2","scale_color_grey"
"7625","ggplot2","scale_color_hue"
"7626","ggplot2","scale_color_identity"
"7627","ggplot2","scale_color_manual"
"7628","ggplot2","scale_colour_brewer"
"7629","ggplot2","scale_colour_continuous"
"7630","ggplot2","scale_colour_discrete"
"7631","ggplot2","scale_colour_distiller"
"7632","ggplot2","scale_colour_gradient"
"7633","ggplot2","scale_colour_gradient2"
"7634","ggplot2","scale_colour_gradientn"
"7635","ggplot2","scale_colour_grey"
"7636","ggplot2","scale_colour_hue"
"7637","ggplot2","scale_colour_identity"
"7638","ggplot2","scale_colour_manual"
"7639","ggplot2","scale_fill_brewer"
"7640","ggplot2","scale_fill_continuous"
"7641","ggplot2","scale_fill_discrete"
"7642","ggplot2","scale_fill_distiller"
"7643","ggplot2","scale_fill_gradient"
"7644","ggplot2","scale_fill_gradient2"
"7645","ggplot2","scale_fill_gradientn"
"7646","ggplot2","scale_fill_grey"
"7647","ggplot2","scale_fill_hue"
"7648","ggplot2","scale_fill_identity"
"7649","ggplot2","scale_fill_manual"
"7650","ggplot2","scale_linetype"
"7651","ggplot2","scale_linetype_continuous"
"7652","ggplot2","scale_linetype_discrete"
"7653","ggplot2","scale_linetype_identity"
"7654","ggplot2","scale_linetype_manual"
"7655","ggplot2","scale_shape"
"7656","ggplot2","scale_shape_continuous"
"7657","ggplot2","scale_shape_discrete"
"7658","ggplot2","scale_shape_identity"
"7659","ggplot2","scale_shape_manual"
"7660","ggplot2","scale_size"
"7661","ggplot2","scale_size_area"
"7662","ggplot2","scale_size_continuous"
"7663","ggplot2","scale_size_discrete"
"7664","ggplot2","scale_size_identity"
"7665","ggplot2","scale_size_manual"
"7666","ggplot2","scale_x_continuous"
"7667","ggplot2","scale_x_date"
"7668","ggplot2","scale_x_datetime"
"7669","ggplot2","scale_x_discrete"
"7670","ggplot2","scale_x_log10"
"7671","ggplot2","scale_x_reverse"
"7672","ggplot2","scale_x_sqrt"
"7673","ggplot2","scale_y_continuous"
"7674","ggplot2","scale_y_date"
"7675","ggplot2","scale_y_datetime"
"7676","ggplot2","scale_y_discrete"
"7677","ggplot2","scale_y_log10"
"7678","ggplot2","scale_y_reverse"
"7679","ggplot2","scale_y_sqrt"
"7680","ggplot2","should_stop"
"7681","ggplot2","stat_abline"
"7682","ggplot2","stat_bin"
"7683","ggplot2","stat_bin2d"
"7684","ggplot2","stat_bindot"
"7685","ggplot2","stat_binhex"
"7686","ggplot2","stat_boxplot"
"7687","ggplot2","stat_contour"
"7688","ggplot2","stat_density"
"7689","ggplot2","stat_density2d"
"7690","ggplot2","stat_ecdf"
"7691","ggplot2","stat_ellipse"
"7692","ggplot2","stat_function"
"7693","ggplot2","stat_hline"
"7694","ggplot2","stat_identity"
"7695","ggplot2","stat_qq"
"7696","ggplot2","stat_quantile"
"7697","ggplot2","stat_smooth"
"7698","ggplot2","stat_spoke"
"7699","ggplot2","stat_sum"
"7700","ggplot2","stat_summary"
"7701","ggplot2","stat_summary2d"
"7702","ggplot2","stat_summary_hex"
"7703","ggplot2","stat_unique"
"7704","ggplot2","stat_vline"
"7705","ggplot2","stat_ydensity"
"7706","ggplot2","theme"
"7707","ggplot2","theme_blank"
"7708","ggplot2","theme_bw"
"7709","ggplot2","theme_classic"
"7710","ggplot2","theme_get"
"7711","ggplot2","theme_gray"
"7712","ggplot2","theme_grey"
"7713","ggplot2","theme_light"
"7714","ggplot2","theme_line"
"7715","ggplot2","theme_linedraw"
"7716","ggplot2","theme_minimal"
"7717","ggplot2","theme_rect"
"7718","ggplot2","theme_segment"
"7719","ggplot2","theme_set"
"7720","ggplot2","theme_text"
"7721","ggplot2","theme_update"
"7722","ggplot2","update_element"
"7723","ggplot2","update_geom_defaults"
"7724","ggplot2","update_labels"
"7725","ggplot2","update_stat_defaults"
"7726","ggplot2","waiver"
"7727","ggplot2","xlab"
"7728","ggplot2","xlim"
"7729","ggplot2","ylab"
"7730","ggplot2","ylim"
"7731","gridExtra","arcTextGrob"
"7732","gridExtra","arrangeGrob"
"7733","gridExtra","as.raster.pixmapRGB"
"7734","gridExtra","barbedGrob"
"7735","gridExtra","borderGrob"
"7736","gridExtra","colMax.units"
"7737","gridExtra","colorstripGrob"
"7738","gridExtra","drawDetails.lattice"
"7739","gridExtra","drawDetails.pattern"
"7740","gridExtra","drawDetails.rpattern"
"7741","gridExtra","drawDetails.table"
"7742","gridExtra","drawDetails.virtual"
"7743","gridExtra","ebimageGrob"
"7744","gridExtra","ellipseGrob"
"7745","gridExtra","grid.arcText"
"7746","gridExtra","grid.arrange"
"7747","gridExtra","grid.barbed"
"7748","gridExtra","grid.border"
"7749","gridExtra","grid.colorstrip"
"7750","gridExtra","grid.ellipse"
"7751","gridExtra","grid.ngon"
"7752","gridExtra","grid.pattern"
"7753","gridExtra","grid.rpattern"
"7754","gridExtra","grid.stext"
"7755","gridExtra","grid.table"
"7756","gridExtra","grobHeight.virtual"
"7757","gridExtra","grobWidth.virtual"
"7758","gridExtra","heightDetails.pattern"
"7759","gridExtra","heightDetails.rpattern"
"7760","gridExtra","heightDetails.table"
"7761","gridExtra","heightDetails.virtual"
"7762","gridExtra","interleaven"
"7763","gridExtra","latticeGrob"
"7764","gridExtra","marrangeGrob"
"7765","gridExtra","ngonGrob"
"7766","gridExtra","patternGrob"
"7767","gridExtra","pixmapGrob"
"7768","gridExtra","polygon2"
"7769","gridExtra","polygon.regular"
"7770","gridExtra","polygon.star"
"7771","gridExtra","print.arrange"
"7772","gridExtra","print.arrangelist"
"7773","gridExtra","read.tiff"
"7774","gridExtra","rowMax.units"
"7775","gridExtra","rpatternGrob"
"7776","gridExtra","stextGrob"
"7777","gridExtra","tableGrob"
"7778","gridExtra","theme.black"
"7779","gridExtra","theme.blank"
"7780","gridExtra","theme.default"
"7781","gridExtra","theme.list"
"7782","gridExtra","theme.vertical"
"7783","gridExtra","theme.white"
"7784","gridExtra","widthDetails.pattern"
"7785","gridExtra","widthDetails.rpattern"
"7786","gridExtra","widthDetails.table"
"7787","gridExtra","widthDetails.virtual"
"7788","gtable","gtable"
"7789","gtable","gtable_add_cols"
"7790","gtable","gtable_add_col_space"
"7791","gtable","gtable_add_grob"
"7792","gtable","gtable_add_padding"
"7793","gtable","gtable_add_rows"
"7794","gtable","gtable_add_row_space"
"7795","gtable","gtable_col"
"7796","gtable","gtable_col_spacer"
"7797","gtable","gtable_filter"
"7798","gtable","gtable_height"
"7799","gtable","gtable_matrix"
"7800","gtable","gtable_row"
"7801","gtable","gtable_row_spacer"
"7802","gtable","gtable_show_layout"
"7803","gtable","gtable_trim"
"7804","gtable","gtable_width"
"7805","gtable","is.gtable"
"7806","highr","hi_andre"
"7807","highr","hi_html"
"7808","highr","hi_latex"
"7809","highr","hilight"
"7810","httr","accept"
"7811","httr","accept_json"
"7812","httr","accept_xml"
"7813","httr","add_headers"
"7814","httr","authenticate"
"7815","httr","BROWSE"
"7816","httr","build_url"
"7817","httr","cache_info"
"7818","httr","config"
"7819","httr","content"
"7820","httr","content_type"
"7821","httr","content_type_json"
"7822","httr","content_type_xml"
"7823","httr","cookies"
"7824","httr","curl_docs"
"7825","httr","DELETE"
"7826","httr","GET"
"7827","httr","guess_media"
"7828","httr","handle"
"7829","httr","handle_find"
"7830","httr","handle_reset"
"7831","httr","has_content"
"7832","httr","HEAD"
"7833","httr","headers"
"7834","httr","hmac_sha1"
"7835","httr","http_condition"
"7836","httr","http_date"
"7837","httr","http_status"
"7838","httr","httr_dr"
"7839","httr","httr_options"
"7840","httr","init_oauth1.0"
"7841","httr","init_oauth2.0"
"7842","httr","insensitive"
"7843","httr","modify_url"
"7844","httr","oauth1.0_token"
"7845","httr","oauth2.0_token"
"7846","httr","oauth_app"
"7847","httr","oauth_callback"
"7848","httr","oauth_endpoint"
"7849","httr","oauth_endpoints"
"7850","httr","oauth_exchanger"
"7851","httr","oauth_header"
"7852","httr","oauth_listener"
"7853","httr","oauth_service_token"
"7854","httr","oauth_signature"
"7855","httr","parsed_content"
"7856","httr","parse_http_date"
"7857","httr","parse_media"
"7858","httr","parse_url"
"7859","httr","PATCH"
"7860","httr","POST"
"7861","httr","progress"
"7862","httr","PUT"
"7863","httr","rerequest"
"7864","httr","reset_config"
"7865","httr","revoke_all"
"7866","httr","safe_callback"
"7867","httr","set_config"
"7868","httr","set_cookies"
"7869","httr","sign_oauth1.0"
"7870","httr","sign_oauth2.0"
"7871","httr","status_code"
"7872","httr","stop_for_status"
"7873","httr","text_content"
"7874","httr","timeout"
"7875","httr","upload_file"
"7876","httr","url_ok"
"7877","httr","url_success"
"7878","httr","use_proxy"
"7879","httr","user_agent"
"7880","httr","VERB"
"7881","httr","verbose"
"7882","httr","warn_for_status"
"7883","httr","with_config"
"7884","httr","with_verbose"
"7885","httr","write_disk"
"7886","httr","write_function"
"7887","httr","write_memory"
"7888","httr","write_stream"
"7889","igraph","%<-%"
"7890","igraph","%->%"
"7891","igraph","%--%"
"7892","igraph","add.edges"
"7893","igraph","add.vertex.shape"
"7894","igraph","add.vertices"
"7895","igraph","adjacent.triangles"
"7896","igraph","aging.ba.game"
"7897","igraph","aging.barabasi.game"
"7898","igraph","aging.prefatt.game"
"7899","igraph","algorithm"
"7900","igraph","alpha.centrality"
"7901","igraph","are.connected"
"7902","igraph","arpack"
"7903","igraph","arpack.unpack.complex"
"7904","igraph","articulation.points"
"7905","igraph","as.directed"
"7906","igraph","as.igraph"
"7907","igraph","asPhylo"
"7908","igraph","assortativity"
"7909","igraph","assortativity.degree"
"7910","igraph","assortativity.nominal"
"7911","igraph","as.undirected"
"7912","igraph","asymmetric.preference.game"
"7913","igraph","authority.score"
"7914","igraph","autocurve.edges"
"7915","igraph","average.path.length"
"7916","igraph","ba.game"
"7917","igraph","barabasi.game"
"7918","igraph","betweenness"
"7919","igraph","betweenness.estimate"
"7920","igraph","bibcoupling"
"7921","igraph","biconnected.components"
"7922","igraph","bipartite.mapping"
"7923","igraph","bipartite.projection"
"7924","igraph","bipartite.projection.size"
"7925","igraph","bipartite.random.game"
"7926","igraph","blockGraphs"
"7927","igraph","blocks"
"7928","igraph","bonpow"
"7929","igraph","%c%"
"7930","igraph","callaway.traits.game"
