fn,pkg1,pkg2
logit,InterSIM,VGAM
logit,isdals,kyotil
logit,isdals,lava
logit,isdals,logitnorm
logit,isdals,maptpx
logit,isdals,mosaic
logit,isdals,ocomposition
logit,isdals,osDesign
logit,isdals,phcfM
logit,isdals,pracma
logit,isdals,psych
logit,isdals,rgr
logit,isdals,rje
logit,isdals,rpf
logit,isdals,secr
logit,isdals,SpatialExtremes
logit,isdals,VGAM
logit,kyotil,lava
logit,kyotil,logitnorm
logit,kyotil,maptpx
logit,kyotil,mosaic
logit,kyotil,ocomposition
logit,kyotil,osDesign
logit,kyotil,phcfM
logit,kyotil,pracma
logit,kyotil,psych
logit,kyotil,rgr
mdist,KMDA,optmatch
m,distr,smnet
mdm,MDM,multivator
mdp,protViz,SEAsic
MDSplot,randomForest,RRF
MDSplot,randomForest,snpRF
MDSplot,RRF,snpRF
mds,RFmarkerDetector,smacof
mdy,lubridate,splusTimeDate
meanCenter,QuantPsyc,RcmdrPlugin.NMBU
meanCenter,QuantPsyc,RFmarkerDetector
meanCenter,QuantPsyc,rockchalk
meanCenter,RcmdrPlugin.NMBU,RFmarkerDetector
meanCenter,RcmdrPlugin.NMBU,rockchalk
meanCenter,RFmarkerDetector,rockchalk
meanCol,compositions,MBCluster.Seq
meanFilter,FBN,mmand
meanfpt,adehabitat,adehabitatLT
meanRow,compositions,MBCluster.Seq
means,backtest,Rlab
mean_sd,hyperSpec,qwraps2
mean_to_d2,MAc,MAd
mean_to_d,MAc,MAd
measles,DAAG,SDaA
measles,DAAG,tscount
measles,SDaA,tscount
measurement.error,lava,verification
measurement,lava,memisc
measures,clValid,TED
Meat,MEMSS,nlme
logit,psych,rje
logit,psych,rpf
logit,psych,secr
logit,psych,SpatialExtremes
logit,psych,VGAM
logit.reg,CDLasso,oglmx
logit,rgr,rje
logit,rgr,rpf
logit,rgr,secr
logit,rgr,SpatialExtremes
logit,rgr,VGAM
logit,rje,rpf
logit,rje,secr
logit,rje,SpatialExtremes
logit,rje,VGAM
logit,rpf,secr
logit,rpf,SpatialExtremes
logit,rpf,VGAM
logit,secr,SpatialExtremes
logit,secr,VGAM
logit,SpatialExtremes,VGAM
logL,EMCluster,rebmix
loglevel,log4r,partDSA
loglevel,log4r,sybil
loglevel,partDSA,sybil
loglik,bqtl,iWeigReg
loglik,bqtl,sglasso
loglike,depmix,ebGenotyping
loglike,depmix,logconcens
loglike,depmix,MVB
mae,mlr,rgp
mae,mlr,scorer
mae,mlr,SpatialVx
mae,MSBVAR,rgp
mae,MSBVAR,scorer
mae,MSBVAR,SpatialVx
MAE,nsRFA,qualV
MAE,nsRFA,SimDesign
MAE,nsRFA,staTools
MAE,qualV,SimDesign
MAE,qualV,staTools
mae,rgp,scorer
mae,rgp,SpatialVx
mae,scorer,SpatialVx
MAE,SimDesign,staTools
maf,HapEstXXR,HardyWeinberg
ma,forecast,hierband
ma,forecast,hydroTSM
ma,forecast,lfstat
ma,forecast,matie
ma,forecast,regpro
ma,forecast,smatr
magic,fslr,magic
magic,fslr,matlab
magic,fslr,mgcv
magic,fslr,pracma
magic,magic,matlab
magic,magic,mgcv
magic,magic,oro.nifti
magic,magic,pracma
metaData,MALDIquant,Quandl
meta,datamart,MCPerm
meta,datamart,metaSEM
meta,datamart,RNeXML
metadata,raster,rmarkdown
metadata,raster,svUnit
metadata,raster,treebase
metadata,rmarkdown,svUnit
metadata,rmarkdown,treebase
metadata,svUnit,treebase
metagen,meta,metagen
meta,MCPerm,metaSEM
meta,MCPerm,NLP
meta,MCPerm,RNeXML
meta,metaSEM,NLP
meta,metaSEM,RNeXML
meta,NLP,RNeXML
metareg,gap,meta
metareg,gap,metagen
metareg,gap,metatest
metareg,metagen,metatest
metareg,meta,metagen
metareg,meta,metatest
method,changepoint,miscFuncs
method,changepoint,randomizeR
method,commandr,miscFuncs
method,commandr,randomizeR
map,lambda.tools,mclust
map,lambda.tools,mixOmics
map,lambda.tools,neuroim
map,lambda.tools,onemap
map,lambda.tools,OpenRepGrid
map,lambda.tools,purrr
map,lambda.tools,selfingTree
map,lambda.tools,SpatialExtremes
map,listenv,mapfit
map,listenv,maps
map,listenv,mclust
map,listenv,mixOmics
map,listenv,onemap
map,listenv,OpenRepGrid
map,listenv,purrr
map,listenv,selfingTree
map,listenv,SpatialExtremes
map,mapfit,maps
map,mapfit,mclust
map,mapfit,mixOmics
map,mapfit,neuroim
map,mapfit,onemap
map,mapfit,OpenRepGrid
map,mapfit,purrr
map,mapfit,selfingTree
map,mapfit,SpatialExtremes
map,maps,mclust
map,maps,mixOmics
map,maps,neuroim
map,maps,onemap
lower,cwhmisc,EvCombR
lower,cwhmisc,rebus
lower,ecodist,EvCombR
lower,ecodist,rebus
lower,EvCombR,rebus
lowpass,astrochron,ripa
lowres,adehabitat,adehabitatMA
lpc,LPCM,phonTools
lp,gamlss,locfit
lp,gamlss,lpSolve
lp,locfit,lpSolve
lpm,BalancedSampling,LPM
lpm,BalancedSampling,PerformanceAnalytics
lpm,LPM,PerformanceAnalytics
lpnorm,algstat,pgam
L,qdapRegex,queueing
lr,confreq,GWG
lr,confreq,lessR
LR,forensim,survexp.fr
lr,GWG,lessR
LRT,binequality,blm
LRT,binequality,difR
LRT,binequality,mvMORPH
LRT,binequality,pcIRT
LRT,binequality,spaMM
LRT,binequality,unmarked
LRT,blm,difR
LRT,blm,mvMORPH
LRT,blm,pcIRT
LRT,blm,spaMM
minkowski,psych,varComp
minmax,catenary,magic
min,mosaic,RandomFields
min,mosaic,rapportools
minque,CLME,varComp
min,RandomFields,rapportools
minute,lubridate,solaR
minutes,chron,lubridate
minutes,chron,RcppBDT
minutes,chron,splusTimeDate
minutes,lubridate,RcppBDT
minutes,lubridate,splusTimeDate
minute,solaR,timetools
minutes,RcppBDT,splusTimeDate
mirror.matrix,RSEIS,Thermimage
misc,FactMixtAnalysis,NMF
misc,FactMixtAnalysis,quantileDA
misc,NMF,quantileDA
miscrossprod,mixOmics,RGCCA
mise,bde,deamer
Missing,lava,polysat
mix,Bmix,depmixS4
mix,Bmix,enRich
mix,Bmix,kyotil
mix,Bmix,mixdist
mix,Bmix,Zelig
mix,depmixS4,enRich
mix,depmixS4,kyotil
mix,depmixS4,mixdist
med,depth,mlogit
med,depth,unbalhaar
Median,BSDA,Zelig
medianFilter,FBN,fractal
medianFilter,FBN,mmand
medianFilter,fractal,mmand
mediate,mediation,psych
med,mlogit,unbalhaar
me,dostats,hydroGOF
me,dostats,mclust
ME,extracat,spdep
me,hydroGOF,mclust
melanoma,boot,faraway
melanoma,boot,fda
melanoma,boot,lattice
melanoma,faraway,fda
melanoma,faraway,lattice
Melbourne,ArArRedux,timeDate
Mental,BSDA,vcdExtra
menuAddItem,svDialogs,svWidgets
menuAdd,svDialogs,svWidgets
menuDelItem,svDialogs,svWidgets
menuDel,svDialogs,svWidgets
menuItems,svDialogs,svWidgets
menuNames,svDialogs,svWidgets
menu,relax,utils
meplot,evir,VGAM
mercator,geo,geosphere
madmad,binhf,wavethresh
mad,RadOnc,simba
mad,simba,stats
MAE,DiceEval,ensembleBMA
MAE,DiceEval,MLmetrics
MAE,DiceEval,nsRFA
MAE,DiceEval,qualV
MAE,DiceEval,SimDesign
MAE,DiceEval,staTools
MAE,ensembleBMA,MLmetrics
MAE,ensembleBMA,nsRFA
MAE,ensembleBMA,qualV
MAE,ensembleBMA,SimDesign
MAE,ensembleBMA,staTools
mae,hydroGOF,Metrics
mae,hydroGOF,mlr
mae,hydroGOF,MSBVAR
mae,hydroGOF,rgp
mae,hydroGOF,scorer
mae,hydroGOF,SpatialVx
mae,Metrics,mlr
mae,Metrics,MSBVAR
mae,Metrics,rgp
mae,Metrics,scorer
mae,Metrics,SpatialVx
MAE,MLmetrics,nsRFA
MAE,MLmetrics,qualV
MAE,MLmetrics,SimDesign
MAE,MLmetrics,staTools
mae,mlr,MSBVAR
mod,daewr,pracma
mod,daewr,psd
mod,daewr,RVAideMemoire
mod,daewr,scuba
Mode,asbio,DescTools
Mode,asbio,Ecdat
Mode,asbio,evobiR
Mode,asbio,games
Mode,asbio,NCmisc
Mode,asbio,pracma
Mode,asbio,prettyR
Mode,asbio,SciencesPo
Mode,asbio,stackoverflow
Mode,asbio,Zelig
mode,base,emil
Mode,DescTools,Ecdat
Mode,DescTools,evobiR
Mode,DescTools,games
Mode,DescTools,NCmisc
Mode,DescTools,pracma
Mode,DescTools,prettyR
Mode,DescTools,SciencesPo
Mode,DescTools,stackoverflow
Mode,DescTools,Zelig
Mode,Ecdat,evobiR
Mode,Ecdat,games
Mode,Ecdat,NCmisc
Mode,Ecdat,pracma
Mode,Ecdat,prettyR
Mode,Ecdat,SciencesPo
modifyModel,dynamicGraph,TIMP
mod,magrittr,matlab
mod,magrittr,numbers
mod,magrittr,pracma
mod,magrittr,psd
mod,magrittr,RVAideMemoire
mod,magrittr,scuba
mod,matlab,numbers
mod,matlab,pracma
mod,matlab,psd
mod,matlab,RVAideMemoire
mod,matlab,scuba
mod,numbers,pracma
mod,numbers,psd
mod,numbers,RVAideMemoire
mod,numbers,scuba
modpartltraj,adehabitat,adehabitatLT
mod,pracma,psd
mod,pracma,RVAideMemoire
mod,pracma,scuba
mod,psd,RVAideMemoire
mod,psd,scuba
mod,RVAideMemoire,scuba
modulus,gmp,ProDenICA
modulus,gmp,svmpath
modulus,ProDenICA,svmpath
modwt,wavelets,waveslim
moisture,bbefkr,EngrExpt
momChangeAbout,DistributionUtils,HyperbolicDist
moment,e1071,moments
M,copBasic,Davies
M,copBasic,gogarch
M,copBasic,multivator
mcp,adehabitat,adehabitatHR
mcp,adehabitatHR,mlr
mcp,adehabitatHR,multcomp
mcp,adehabitatHR,rqPen
mcp,adehabitatHR,simctest
mcp,adehabitat,mlr
mcp,adehabitat,multcomp
mcp,adehabitat,rqPen
mcp,adehabitat,simctest
mcpar,coda,dcmle
mcp.area,adehabitat,adehabitatHR
mcp,mlr,multcomp
mcp,mlr,rqPen
mcp,mlr,simctest
MCPMod,DoseFinding,MCPMod
mcp,multcomp,rqPen
mcp,multcomp,simctest
mcp,rqPen,simctest
M,crp.CSFP,Davies
M,crp.CSFP,multivator
MC,splus2R,TopKLists
M,Davies,gogarch
M,Davies,multivator
mday,data.table,fts
mday,data.table,lubridate
mday,fts,lubridate
MD,BsMD,JADE
make.formula,fifer,survey
makefreq,adegenet,RSEIS
make.grid,gamboostLSS,mapplots
make.grid,gamboostLSS,secr
make.grid,gamboostLSS,stppResid
make.grid,mapplots,secr
make.grid,mapplots,stppResid
make.grid,secr,stppResid
makegrid,sp,wavethresh
makeind,BayesTree,dbarts
make.keys,hash,psych
makeLabel,ape,polySegratio
make.positive.definite,corpcor,lqmm
makePositiveDefinite,fBasics,MHadaptive
makeRepo,GRANBase,miniCRAN
make,SciencesPo,seqPERM
make,SciencesPo,servr
make,seqPERM,servr
makeSOCKcluster,PtProcess,snow
makess,bio.infer,sitar
ma,lfstat,matie
ma,lfstat,regpro
ma,lfstat,smatr
ma,matie,regpro
ma,matie,smatr
mammals,cvxclustr,MASS
mammals,cvxclustr,openintro
mammalsleep,faraway,mice
mammals,MASS,openintro
manhattan,CpGassoc,fossil
method,distrMod,miscFuncs
method,distrMod,randomizeR
method,miscFuncs,randomizeR
method,miscFuncs,sybil
method,randomizeR,sybil
metrics,fitDRC,PlayerRatings
metrics,fitDRC,RAdwords
metrics,fitDRC,rminer
metrics,PlayerRatings,RAdwords
metrics,PlayerRatings,rminer
metrics,RAdwords,rminer
metrop,mcmc,smfsb
metropolis,algstat,BaM
metropolis,algstat,FAmle
metropolis,BaM,FAmle
mexp,actuar,matpow
MFA,FactoMineR,MFAg
MFA,FactoMineR,MVar.pt
MFA,MFAg,MVar.pt
mFilter,mFilter,MTS
mfrow,pkgmaker,RcmdrPlugin.survival
mfv,fdth,modeest
M,gogarch,multivator
mgsub,miscset,qdap
mhat,dbmss,robeth
mhplot,BaM,MultiMeta
mice,aod,aods3
mice,aod,mice
mice,aods3,mice
map,gapmap,mixOmics
map,gapmap,neuroim
map,gapmap,onemap
map,gapmap,OpenRepGrid
map,gapmap,purrr
map,gapmap,selfingTree
map,gapmap,SpatialExtremes
map,GenABEL,lambda.tools
map,GenABEL,mapfit
map,GenABEL,maps
map,GenABEL,mclust
map,GenABEL,mixOmics
map,GenABEL,onemap
map,GenABEL,OpenRepGrid
map,GenABEL,purrr
map,GenABEL,selfingTree
map,GenABEL,SpatialExtremes
map,kohonen,lambda.tools
map,kohonen,mapfit
map,kohonen,maps
map,kohonen,mclust
map,kohonen,mixOmics
map,kohonen,onemap
map,kohonen,OpenRepGrid
map,kohonen,purrr
map,kohonen,selfingTree
map,kohonen,SpatialExtremes
map,lambda.tools,listenv
map,lambda.tools,mapfit
map,lambda.tools,maps
meshgrid,FuzzyToolkitUoN,RTOMO
meshgrid,FuzzyToolkitUoN,TauP.R
meshgrid,matlab,pracma
meshgrid,matlab,ramify
meshgrid,matlab,RPMG
meshgrid,matlab,RTOMO
meshgrid,matlab,TauP.R
meshgrid,pracma,ramify
meshgrid,pracma,RPMG
meshgrid,pracma,RTOMO
meshgrid,pracma,TauP.R
meshgrid,ramify,RPMG
meshgrid,ramify,RTOMO
meshgrid,ramify,TauP.R
meshgrid,RPMG,RTOMO
meshgrid,RPMG,TauP.R
meshgrid,RTOMO,TauP.R
mesh,plot3D,SpherWave
message,base,gmailr
messagef,BBmisc,rapport
messagef,BBmisc,rapportools
messagef,rapport,rapportools
Message,QCAGUI,Rcmdr
MessagesWindow,QCAGUI,Rcmdr
metadata,aqp,raster
metadata,aqp,rmarkdown
metadata,aqp,treebase
metadata,BIOM.utils,raster
metadata,BIOM.utils,rmarkdown
metadata,BIOM.utils,treebase
mix,depmixS4,Zelig
mix,enRich,kyotil
mix,enRich,mixdist
mix,enRich,Zelig
mixError,imputeR,missForest
mix,kyotil,mixdist
mix,kyotil,Zelig
mix,mixdist,Zelig
mixplot,hamlet,spMC
mixture,CNVassoc,drc
mixture,CNVassoc,lcmm
mixture,drc,lcmm
mkRespMod,lme4,MatrixModels
MLambda,GeneralizedHyperbolic,HyperbolicDist
MLE,cacIRT,logcondens
mle,FAmle,hyperdirichlet
mle,FAmle,kergp
mle,FAmle,MAINT.Data
mle,FAmle,spam
mle,FAmle,stats4
mle,FAmle,unmarked
mle,hyperdirichlet,kergp
mle,hyperdirichlet,MAINT.Data
mle,hyperdirichlet,spam
mle,hyperdirichlet,stats4
mle,hyperdirichlet,unmarked
mle,kergp,spam
mle,kergp,stats4
mle,MAINT.Data,spam
margins,adabag,PivotalR
margins,discreteRV,equate
margins,discreteRV,ltm
margins,discreteRV,PivotalR
margins,equate,ltm
margins,equate,PivotalR
margin,snpRF,supclust
marker,genetics,paramlink
market,maRketSim,RPublica
mark,ggvis,RMark
mark,ggvis,tensorA
markov,algstat,NAM
markov,algstat,timsac
markov,algstat,vcdExtra
markov,NAM,timsac
markov,NAM,vcdExtra
markov,timsac,vcdExtra
mark,RMark,tensorA
marks,bnlearn,spatstat
marks,bnlearn,surveillance
mars,mda,moonsun
mask,gridSVG,Hmisc
mask,gridSVG,raster
mask,gridSVG,Rip46
mask,Hmisc,raster
mask,Hmisc,Rip46
mask,raster,Rip46
mass,CHNOSZ,EvCombR
mass,CHNOSZ,MALDIquant
milk,fma,PBImisc
milk,fma,pedigreemm
milk,fma,robustbase
Milk,MEMSS,nlme
milk,PBImisc,pedigreemm
milk,PBImisc,robustbase
milk,pedigreemm,robustbase
milliseconds,lubridate,RcppBDT
mi,mi,Zelig
min,base,Brobdingnag
min,base,mosaic
min,base,RandomFields
min,base,rapportools
min,Brobdingnag,mosaic
min,Brobdingnag,RandomFields
min,Brobdingnag,rapportools
min_cut,igraph,soc.ca
mindist,DiceDesign,LPCM
mindistkeep,adehabitat,adehabitatLT
Min,distrEx,Zelig
Min,distr,Zelig
m.inf.1a,ScottKnott,TukeyC
m.inf.1b,ScottKnott,TukeyC
m.inf.2a,ScottKnott,TukeyC
m.inf.2b,ScottKnott,TukeyC
m.inf.3a,ScottKnott,TukeyC
m.inf.3b,ScottKnott,TukeyC
minimize,darch,gpr
minkowski,clustergas,psych
minkowski,clustergas,varComp
Mode,Ecdat,stackoverflow
Mode,Ecdat,Zelig
Mode,evobiR,games
Mode,evobiR,NCmisc
Mode,evobiR,pracma
Mode,evobiR,prettyR
Mode,evobiR,SciencesPo
Mode,evobiR,stackoverflow
Mode,evobiR,Zelig
MODE,fitDRC,VLF
Mode,games,NCmisc
Mode,games,pracma
Mode,games,prettyR
Mode,games,SciencesPo
Mode,games,stackoverflow
Mode,games,Zelig
model.average,RMark,secr
model,ClustMMDD,emulator
model,ClustMMDD,lessR
model,ClustMMDD,mme
model,ClustMMDD,pdR
model,ClustMMDD,simsem
model.data,rockchalk,rsm
model,dynamicGraph,emulator
model,dynamicGraph,lessR
model,dynamicGraph,mme
model,dynamicGraph,pdR
model,dynamicGraph,simsem
Model,EBS,lessR
Model,EBS,traitr
msr,HapEstXXR,mefa
msr,HapEstXXR,spatstat
msr,mefa,spatstat
ms,rtfbs,secr
mssd,psych,robeth
mss,mefa,robeth
mst,ape,igraph
mst,ape,pegas
mst,ape,SyNet
m.step,EMCluster,mixture
mstep,mclust,sonicLength
mst,igraph,pegas
mst,igraph,SyNet
MST,MST,timeDate
mst,pegas,SyNet
mstree,ade4,spdep
mtext3d,plotrix,rgl
mtitle,CHNOSZ,Hmisc
mtm,astrochron,sensitivitymv
mu,Davies,gaston
mu,Davies,glamlasso
mu,Davies,memuse
mu,gaston,glamlasso
mu,glamlasso,memuse
multi,list,spaMM
multi,list,survMisc
multinomial,depmixS4,lava
multinomial,depmixS4,mi
multinomial,depmixS4,MM
multinomial,depmixS4,VGAM
Mobility,ltm,vcdExtra
mobius,elliptic,geozoo
mob,party,partykit
moby,languageR,staTools
modalDialog,bio.infer,dynamicGraph
modalDialog,bio.infer,ripa
modalDialog,dynamicGraph,ripa
mod,CommunityCorrelogram,cwhmisc
mod,CommunityCorrelogram,daewr
mod,CommunityCorrelogram,fSRM
mod,CommunityCorrelogram,magrittr
mod,CommunityCorrelogram,matlab
mod,CommunityCorrelogram,numbers
mod,CommunityCorrelogram,pracma
mod,CommunityCorrelogram,psd
mod,CommunityCorrelogram,RVAideMemoire
mod,CommunityCorrelogram,scuba
mod,cwhmisc,daewr
mod,cwhmisc,fSRM
mod,cwhmisc,magrittr
mod,cwhmisc,matlab
mod,cwhmisc,numbers
mod,cwhmisc,pracma
mod,cwhmisc,psd
mod,cwhmisc,RVAideMemoire
mod,cwhmisc,scuba
mod,daewr,fSRM
mod,daewr,magrittr
mod,daewr,matlab
mod,daewr,numbers
MC,asbio,splus2R
MC,asbio,TopKLists
mcat,EpiModel,R.utils
mc,LambertW,matpow
mc,LambertW,mc2d
mc,LambertW,MonetDB.R
mc,LambertW,robustbase
mcl,hbm,MCL
mc,matpow,mc2d
mc,matpow,MonetDB.R
mc,matpow,robustbase
mc,mc2d,MonetDB.R
mc,mc2d,robustbase
MCMC,adaptMCMC,BEDASSLE
MCMC,adaptMCMC,Geneland
MCMC,adaptMCMC,SpatioTemporal
MCMC,BEDASSLE,Geneland
MCMC,BEDASSLE,SpatioTemporal
mcmc,coda,PEIP
mcmc,coda,spatialnbda
mcmc.control,geoRglm,R2admb
mcmc.diagnostics,ergm,sisus
MCMC,Geneland,SpatioTemporal
mcmc,PEIP,spatialnbda
MCMC.plot.obj,spTDyn,spTimer
mcmc.pval,MCMC.OTU,MCMC.qpcr
mc,MonetDB.R,robustbase
MC,muStat,splus2R
MC,muStat,TopKLists
M,copBasic,crp.CSFP
moment,e1071,Sim.DiffProc
moment,moments,Sim.DiffProc
moments,dpcR,FMStable
moments,dpcR,nsRFA
moments,dpcR,SuppDists
moments,FMStable,lava
moments,FMStable,nsRFA
moments,FMStable,SuppDists
moments,lava,nsRFA
moments,lava,SuppDists
moments,nsRFA,SuppDists
momIntegrated,DistributionUtils,HyperbolicDist
momRecursion,GeneralizedHyperbolic,HyperbolicDist
monitor,R2OpenBUGS,R2WinBUGS
monitor,R2OpenBUGS,rstan
monitor,R2OpenBUGS,strucchange
monitor,R2WinBUGS,rstan
monitor,R2WinBUGS,strucchange
monitor,rstan,strucchange
mono,expectreg,tuneR
monomolecular,growthmodels,phaseR
montecarlo,agricolae,lordif
MonteCarlo,mistral,performanceEstimation
monte,fungible,sampSurf
month,data.table,fts
month,data.table,h2o
month,data.table,lubridate
month,data.table,mondate
month,data.table,solaR
month,data.table,timetools
mercury,moonsun,sensitivitymv
mergeCells,openxlsx,XLConnect
merge.data.frame,base,Epi
mergeDataSets,HMPTrees,RcmdrPlugin.sampling
merge_design.covariates,marked,RMark
Merge,greport,lessR
Merge,greport,rioja
Merge,lessR,rioja
merge.list,RCurl,taRifx
mergeLists,Gmisc,randomUniformForest
meshgrid,AtmRay,biwavelet
meshgrid,AtmRay,FuzzyToolkitUoN
meshgrid,AtmRay,matlab
meshgrid,AtmRay,pracma
meshgrid,AtmRay,ramify
meshgrid,AtmRay,RPMG
meshgrid,AtmRay,RTOMO
meshgrid,AtmRay,TauP.R
meshgrid,biwavelet,FuzzyToolkitUoN
meshgrid,biwavelet,matlab
meshgrid,biwavelet,pracma
meshgrid,biwavelet,ramify
meshgrid,biwavelet,RPMG
meshgrid,biwavelet,RTOMO
meshgrid,biwavelet,TauP.R
meshgrid,FuzzyToolkitUoN,matlab
meshgrid,FuzzyToolkitUoN,pracma
meshgrid,FuzzyToolkitUoN,ramify
meshgrid,FuzzyToolkitUoN,RPMG
model.select,LCAextend,PVAClone
Model,SoilR,traitr
modelstring,bnlearn,deal
modelSummary,lmSupport,phyloTop
model.table,marked,RMark
model.type,GCPM,stremo
Mode,NCmisc,pracma
Mode,NCmisc,prettyR
Mode,NCmisc,SciencesPo
Mode,NCmisc,stackoverflow
Mode,NCmisc,Zelig
Mode,pracma,prettyR
Mode,pracma,SciencesPo
Mode,pracma,stackoverflow
Mode,pracma,Zelig
Mode,prettyR,SciencesPo
Mode,prettyR,stackoverflow
Mode,prettyR,Zelig
Mode,SciencesPo,stackoverflow
Mode,SciencesPo,Zelig
Mode,stackoverflow,Zelig
modFit,FME,vcdExtra
mod,fSRM,magrittr
mod,fSRM,matlab
mod,fSRM,numbers
mod,fSRM,pracma
mod,fSRM,psd
mod,fSRM,RVAideMemoire
mod,fSRM,scuba
modifyModel,distrMod,TIMP
na,assertive.base,remix
na,assertive,remix
na.count,bit,swfscMisc
na.include,drm,Hmisc
naiveBayes,crimelinkage,e1071
NaiveBayes,klaR,RMOA
naive,forecast,modeest
na.locf,imputeTS,scidb
na.locf,imputeTS,zoo
name,acs,rapportools
na.mean,glmnet,imputeTS
name,baseline,rapportools
name,bnstruct,rapportools
name,crp.CSFP,rapportools
name,crunch,rapportools
name,distrEx,rapportools
name,distrMod,rapportools
name,distr,rapportools
named,mosaic,mvbutils
name,dynamicGraph,rapportools
name,GCPM,rapportools
name,MareyMap,rapportools
name,NMF,rapportools
name,rapportools,rbamtools
name,rapportools,R.filesets
name,rapportools,RobAStBase
name,rapportools,ROptEstOld
name,rapportools,twitteR
nanoseconds,lubridate,RcppBDT
MR,MASSTIMATE,rioja
MRM,ecodist,mistral
mroot,mgcv,rvalues
Mroz,car,Ecdat
mrpp,Blossom,vegan
ms,bReeze,LPCM
ms,bReeze,lubridate
ms,bReeze,mvnfast
ms,bReeze,phyclust
ms,bReeze,rtfbs
ms,bReeze,secr
mscale,psychotools,statmod
msc,cna,pls
mscorev,sensitivitymv,sensitivitymw
msd,compositions,metRology
mse,emil,HBSTM
mse,emil,hydroGOF
mse,emil,Metrics
mse,emil,mlr
mse,emil,rgp
mse,emil,tsDyn
MSE,freqdom,fscaret
MSE,freqdom,hbsae
MSE,freqdom,MLmetrics
MSE,freqdom,MRSP
MSE,freqdom,qualV
MSE,freqdom,staTools
MSE,freqdom,StatRank
MSE,fscaret,hbsae
MSE,fscaret,MLmetrics
mle,MAINT.Data,stats4
mle,spam,stats4
mle,spam,unmarked
mle,stats4,unmarked
mlogit,BayesLogit,depmixS4
mlogit,BayesLogit,mlogit
mlogit,BayesLogit,pheno2geno
mlogit,depmixS4,mlogit
mlogit,depmixS4,pheno2geno
mlogit,mlogit,pheno2geno
mlp,neural,RSNNS
mlreg,eha,GenABEL
mma,evd,mma
mma,evd,nloptr
mma,evd,qtlDesign
mma,mma,nloptr
mma,mma,qtlDesign
mma,nloptr,qtlDesign
mm,compactr,evt0
mm,compactr,mosaic
mm,evt0,mosaic
mmm,mmm,multcomp
mmpp,HiddenMarkov,mapfit
mn,bimixt,elliptic
mn,bimixt,MBI
mn,elliptic,MBI
mnorm,actuar,fAsianOptions
mob_control,party,partykit
mob,elliptic,party
mob,elliptic,partykit
neldermead,neldermead,nloptr
nested,bipartite,dlnm
nested,bipartite,MuMIn
nested,dlnm,MuMIn
nest,embryogrowth,tidyr
Nest,ICC,lessR
net,dplR,RFOC
net,dplR,semTools
netplot,amen,c3net
net,RFOC,semTools
network,deal,disparityfilter
network,deal,mixOmics
network,deal,network
network,deal,simcausal
network,deal,smnet
network,deal,TMDb
network,disparityfilter,mixOmics
network,disparityfilter,network
network,disparityfilter,simcausal
network,disparityfilter,smnet
network,disparityfilter,TMDb
network,mixOmics,network
network,mixOmics,simcausal
network,mixOmics,smnet
network,mixOmics,TMDb
network,network,simcausal
network,network,smnet
network,network,TMDb
network,simcausal,smnet
Multinomial,HMP,mboost
multinomial,lava,mi
multinomial,lava,MM
multinomial,lava,VGAM
multinomial,mi,MM
multinomial,mi,VGAM
multinomial,MM,VGAM
multinomial.test,EMT,RVAideMemoire
multinom,multicool,nnet
multiplicity,rpartitions,spatstat
multiplicity,rpartitions,surveillance
multiplot,abf2,blowtorch
multiplot,abf2,coefplot
multiplot,abf2,MRIaggr
multiplot,abf2,optiRum
multiplot,abf2,PASWR2
multiplot,abf2,phonTools
multiplot,abf2,Rmisc
multiplot,abf2,SciencesPo
multiplot,blowtorch,coefplot
multiplot,blowtorch,MRIaggr
multiplot,blowtorch,optiRum
multiplot,blowtorch,PASWR2
multiplot,blowtorch,phonTools
multiplot,blowtorch,Rmisc
multiplot,blowtorch,SciencesPo
multiplot,coefplot,MRIaggr
multiplot,coefplot,optiRum
multiplot,coefplot,PASWR2
multiplot,coefplot,phonTools
model,emulator,lessR
model,emulator,mme
model,emulator,modelObj
model,emulator,mosaic
model,emulator,pdR
model,emulator,simsem
modelFit,DiceEval,drc
modelFormula,QCAGUI,Rcmdr
model.frame.spT,spTDyn,spTimer
Model,lava,lessR
Model,lava,traitr
model,lessR,mme
model,lessR,modelObj
model,lessR,mosaic
model,lessR,pdR
model,lessR,simsem
Model,lessR,SoilR
Model,lessR,traitr
model.matrix.spT,spTDyn,spTimer
model,mme,modelObj
model,mme,mosaic
model,mme,pdR
model,mme,simsem
model,modelObj,pdR
model,modelObj,simsem
model,mosaic,pdR
model,mosaic,simsem
model,pdR,simsem
model.select,glmpathcr,LCAextend
model.select,glmpathcr,PVAClone
mountains,MSBVAR,r4ss
move,mvbutils,rugarch
move,mvbutils,seqinr
move,mvbutils,SpaDES
move,rugarch,seqinr
move,seqinr,SpaDES
movie,MUCflights,shapes
movie,MUCflights,TMDb
movie,MUCflights,WRS2
movies,ggplot2,ggplot2movies
movies,ggplot2movies,UsingR
movies,ggplot2,UsingR
movie,shapes,TMDb
movie,shapes,WRS2
movie,TMDb,WRS2
mpa,mpa,profileR
mpd,picante,simba
MPinv,gnm,VCA
mpinv,NMFN,phylin
mpinv,NMFN,TRSbook
mpinv,phylin,TRSbook
mpl,hoa,sfsmisc
mpl,hoa,spatstat
mpl,nlreg,sfsmisc
mpl,nlreg,spatstat
